Disease name,Herb ID,Herb name,Ingredient ID,Ingredient name,distance,Z-score,Mean-value,stand_deviation,p-value
Cough Variant Asthma,H3794,MA HUANG,I447,linolenic acid,2.3842364532019706,2.9837228182153654,2.120985221674877,0.08822911763786107,"(1.0,)"
Cough Variant Asthma,H3794,MA HUANG,I459,apigenin,2.3404255319148937,1.8349932566863618,2.2434574468085104,0.05284383730188119,"(0.97,)"
Cough Variant Asthma,H3794,MA HUANG,I515,FURFURAL,2.7252747252747254,0.7031158534152692,2.5752197802197805,0.2134142536056864,"(0.77,)"
Cough Variant Asthma,H3794,MA HUANG,I526,Ephedrine,2.543956043956044,0.5434166441428805,2.4606043956043955,0.15338442289178886,"(0.87,)"
Cough Variant Asthma,H3794,MA HUANG,I567,Matrine,2.540983606557377,2.68265275902113,2.367049180327869,0.06483672761769395,"(0.98,)"
Cough Variant Asthma,H3794,MA HUANG,I674,toluene,2.5434782608695654,1.999250938425109,2.39820652173913,0.07266308412733405,"(0.98,)"
Cough Variant Asthma,H3794,MA HUANG,I682,P-CRESOL,2.6775956284153004,0.43053169712215317,2.5845901639344264,0.2160246623014284,"(0.74,)"
Cough Variant Asthma,H3794,MA HUANG,I10536,4-methylphenol,2.6775956284153004,0.43053169712215317,2.5845901639344264,0.2160246623014284,"(0.74,)"
Cough Variant Asthma,H3794,MA HUANG,I688,1-HEPTANOL,2.802197802197802,-0.13962729602267182,2.850824175824176,0.34825836359731727,"(0.48,)"
Cough Variant Asthma,H3794,MA HUANG,I957,BETA-IONONE,2.758241758241758,0.24486862552246952,2.6911538461538465,0.27397512419064757,"(0.63,)"
Cough Variant Asthma,H3794,MA HUANG,I1040,ethanol,1.967741935483871,-0.5609875367615957,2.003951612903226,0.0645463135034733,"(0.17,)"
Cough Variant Asthma,H3794,MA HUANG,I1085,P-XYLENE,3.6923076923076925,1.5412555482340258,3.0882417582417583,0.3919310686395091,"(0.97,)"
Cough Variant Asthma,H3794,MA HUANG,I1379,Phenethylamine,2.357142857142857,5.1288613947620485,2.177857142857143,0.03495624086640621,"(1.0,)"
Cough Variant Asthma,H3794,MA HUANG,I1504,PSEUDOEPHEDRINE,2.4331550802139037,3.0181340081076833,2.2637433155080213,0.05613129312707375,"(1.0,)"
Cough Variant Asthma,H3794,MA HUANG,I1580,ISOBUTYRIC ACID,3.434065934065934,1.8098277323915881,2.814670329670329,0.3422400891034572,"(1.0,)"
Cough Variant Asthma,H3794,MA HUANG,I3245,Norephedrine,2.4594594594594597,2.2331016395014496,2.321783783783784,0.06165222094701089,"(0.99,)"
Cough Variant Asthma,H3794,MA HUANG,I3771,Caffeic acid phenethyl ester,3.4175824175824174,2.077533972513224,2.7603846153846154,0.31633552610587634,"(1.0,)"
Cough Variant Asthma,H3794,MA HUANG,I6353,Xanthohumol,3.423076923076923,1.4352103131603762,2.8848351648351644,0.37502640087398337,"(0.95,)"
Cough Variant Asthma,H3794,MA HUANG,I7232,camphor,2.067193675889328,-1.0030498207035927,2.097628458498024,0.030342244204128482,"(0.13,)"
Cough Variant Asthma,H3794,MA HUANG,I7286,Synephrine,3.4175824175824174,2.077533972513224,2.7603846153846154,0.31633552610587634,"(1.0,)"
Cough Variant Asthma,H3794,MA HUANG,I7293,(E/Z)-ferulic acid,2.5675675675675675,2.1173577295773303,2.411783783783784,0.07357461689521941,"(0.98,)"
Cough Variant Asthma,H3794,MA HUANG,I9771,acetate,1.9719887955182074,0.5050505534950824,1.950168067226891,0.0432050378725677,"(0.79,)"
Cough Variant Asthma,H3794,MA HUANG,I10304,5-HYDROXYMETHYLFURFURAL,2.7252747252747254,0.7031158534152692,2.5752197802197805,0.2134142536056864,"(0.77,)"
Cough Variant Asthma,H3794,MA HUANG,I10784,"1,4-DIMETHYLNAPHTHALENE",3.7142857142857144,1.6010543869198777,3.0875824175824174,0.39143161020841666,"(0.97,)"
Cough Variant Asthma,H3794,MA HUANG,I11450,"2,6-DIMETHYLNAPHTHALENE",3.6830601092896176,2.4855647625245973,2.8467213114754095,0.3364783772379906,"(1.0,)"
Cough Variant Asthma,H3794,MA HUANG,I11452,(-)-Norephedrine,3.258241758241758,0.9956808175008087,2.8848351648351644,0.37502640087398337,"(0.83,)"
Cough Variant Asthma,H3794,MA HUANG,I12312,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",2.5815217391304346,1.406036457064368,2.435054347826087,0.1041704079353344,"(0.92,)"
Cough Variant Asthma,H3794,MA HUANG,I12345,Caffeic acid-phenethyl ester,3.4175824175824174,2.077533972513224,2.7603846153846154,0.31633552610587634,"(1.0,)"
Cough Variant Asthma,H3794,MA HUANG,I13853,"3',4',7-Trihydroxyisoflavone",2.67032967032967,0.56578652342957,2.5539010989010986,0.20578180392637924,"(0.77,)"
Cough Variant Asthma,H3794,MA HUANG,I14073,phenylpropanolamine,2.456989247311828,2.9234463487796827,2.3105913978494623,0.050077145942314175,"(1.0,)"
Cough Variant Asthma,H3794,MA HUANG,I28341,(+)-Medicarpin,3.3076923076923075,1.3114679527664423,2.849395604395604,0.34945322326021094,"(0.92,)"
Cough Variant Asthma,H3794,MA HUANG,I29712,NSC70861,2.802197802197802,-0.3099372641912054,2.9108791208791205,0.35065586245309044,"(0.39,)"
Cough Variant Asthma,H3794,MA HUANG,I29787,8-Prenylnaringenin,3.7142857142857144,1.6010543869198777,3.0875824175824174,0.39143161020841666,"(0.97,)"
Cough Variant Asthma,H5211,SHENG JIANG,I17,Tetradecanoic acid,2.375661375661376,1.2810728209188744,2.296984126984127,0.06141512597294517,"(0.9,)"
Cough Variant Asthma,H5211,SHENG JIANG,I18,PENTADECANOIC ACID,2.3008474576271185,4.396485732104525,2.1312711864406775,0.0385708680795076,"(1.0,)"
Cough Variant Asthma,H5211,SHENG JIANG,I23,Isoeugenol,3.0706521739130435,3.22961202603351,2.5103804347826086,0.173479580399798,"(0.98,)"
Cough Variant Asthma,H5211,SHENG JIANG,I33,lauric acid,2.2107438016528924,2.9528474858981317,2.1086776859504135,0.034565319133451525,"(1.0,)"
Cough Variant Asthma,H5211,SHENG JIANG,I40,kaempferol,2.3015873015873014,-0.42874494840788885,2.3298941798941795,0.06602265149010725,"(0.38,)"
Cough Variant Asthma,H5211,SHENG JIANG,I48,phenylacetaldehyde,3.532967032967033,1.7439685193267693,2.921153846153846,0.3508166460764827,"(1.0,)"
Cough Variant Asthma,H5211,SHENG JIANG,I56,quercetin,2.019607843137255,-2.058321554640822,2.0977941176470587,0.037985451949196246,"(0.02,)"
Cough Variant Asthma,H5211,SHENG JIANG,I60,linoleic acid,2.206422018348624,1.9619392205231563,2.0827064220183487,0.0630578129210782,"(1.0,)"
Cough Variant Asthma,H5211,SHENG JIANG,I76,BETA-SITOSTEROL,2.6666666666666665,1.8886129923978423,2.40672131147541,0.13763823305124134,"(0.93,)"
Cough Variant Asthma,H5211,SHENG JIANG,I80,RUTIN,2.622950819672131,0.8551106130331732,2.49983606557377,0.14397523808254348,"(0.9,)"
Cough Variant Asthma,H5211,SHENG JIANG,I110,CINNAMIC ACID,2.802197802197802,-0.3099372641912054,2.9108791208791205,0.35065586245309044,"(0.39,)"
Cough Variant Asthma,H5211,SHENG JIANG,I123,vanillin,2.7513513513513512,4.749063256589448,2.4159999999999995,0.07061421026263297,"(0.99,)"
Cough Variant Asthma,H5211,SHENG JIANG,I131,salicylic acid,2.390374331550802,2.3760746868353584,2.278235294117647,0.04719508105299093,"(0.98,)"
Cough Variant Asthma,H5211,SHENG JIANG,I170,octanoic acid,2.717391304347826,1.6093798744708088,2.4738586956521744,0.15132077426762242,"(0.9,)"
Cough Variant Asthma,H5211,SHENG JIANG,I172,oleic acid,2.123076923076923,2.233648305382321,2.045346153846154,0.034799914133064214,"(0.99,)"
Cough Variant Asthma,H5211,SHENG JIANG,I173,palmitic acid,2.0815602836879434,2.2897734820615256,2.0019503546099293,0.03476760024591595,"(1.0,)"
Cough Variant Asthma,H5211,SHENG JIANG,I174,stearic acid,2.531578947368421,4.007339909776376,2.342263157894737,0.04724225888895181,"(1.0,)"
Cough Variant Asthma,H5211,SHENG JIANG,I187,palmitoleic acid,2.6684782608695654,2.441533740848542,2.4396739130434786,0.09371336713395864,"(0.97,)"
Cough Variant Asthma,H5211,SHENG JIANG,I192,NONANOIC ACID,3.208791208791209,1.9518303377454005,2.6796153846153845,0.2711177369991525,"(0.98,)"
Cough Variant Asthma,H5211,SHENG JIANG,I207,Octanal,2.7065217391304346,2.0422616136923586,2.467228260869565,0.11717082505812408,"(0.93,)"
Cough Variant Asthma,H5211,SHENG JIANG,I232,Gallic acid,2.2864864864864867,-0.8152943748941714,2.338108108108108,0.06331654333849894,"(0.21,)"
Cough Variant Asthma,H5211,SHENG JIANG,I235,Elaidic acid,2.7650273224043715,0.2616745071566276,2.691748633879781,0.2800375524572166,"(0.63,)"
Cough Variant Asthma,H5211,SHENG JIANG,I237,l-Pipecolic acid,2.598901098901099,0.9937885777971933,2.453186813186813,0.14662503571662347,"(0.89,)"
Cough Variant Asthma,H5211,SHENG JIANG,I270,propionic acid,2.2625,4.035759490957011,2.1195000000000004,0.03543323142036143,"(1.0,)"
Cough Variant Asthma,H5211,SHENG JIANG,I282,ferulic acid,2.5675675675675675,2.1173577295773303,2.411783783783784,0.07357461689521941,"(0.98,)"
Cough Variant Asthma,H5211,SHENG JIANG,I377,Acetovanillone,2.379679144385027,1.6059107673750064,2.283743315508021,0.059739202716612365,"(0.96,)"
Cough Variant Asthma,H5211,SHENG JIANG,I447,linolenic acid,2.3842364532019706,2.9837228182153654,2.120985221674877,0.08822911763786107,"(1.0,)"
Cough Variant Asthma,H5211,SHENG JIANG,I482,adenine,2.5614973262032086,3.276670705185787,2.3466310160427803,0.06557458148613238,"(0.99,)"
Cough Variant Asthma,H5211,SHENG JIANG,I499,1-propanol,2.7032967032967035,0.789342717409067,2.545769230769231,0.1995679051103933,"(0.82,)"
Cough Variant Asthma,H5211,SHENG JIANG,I572,eugenol,3.576923076923077,1.8994234158371093,2.9108791208791205,0.35065586245309044,"(1.0,)"
Cough Variant Asthma,H5211,SHENG JIANG,I583,ZINGERONE,2.6153846153846154,0.15374387438953546,2.5815934065934067,0.21978897647390536,"(0.75,)"
Cough Variant Asthma,H5211,SHENG JIANG,I669,safrole,3.7142857142857144,1.6010543869198777,3.0875824175824174,0.39143161020841666,"(0.97,)"
Cough Variant Asthma,H5211,SHENG JIANG,I685,phenol,2.5454545454545454,3.619198250830362,2.326096256684492,0.06060963604846057,"(1.0,)"
Cough Variant Asthma,H5211,SHENG JIANG,I891,VITAMIN E,2.1770833333333335,-0.4289391193135161,2.2143750000000004,0.08693929974572936,"(0.21,)"
Cough Variant Asthma,H5211,SHENG JIANG,I1172,6-Gingerol,3.043956043956044,2.464289740489062,2.5475274725274724,0.20144894623066947,"(0.99,)"
Cough Variant Asthma,H5211,SHENG JIANG,I1180,Isoginkgetin,3.043956043956044,2.464289740489062,2.5475274725274724,0.20144894623066947,"(0.99,)"
Cough Variant Asthma,H5211,SHENG JIANG,I1530,acetaldehyde,2.0,-0.31101628557033,2.0184375,0.05928146163211393,"(0.25,)"
Cough Variant Asthma,H5211,SHENG JIANG,I2070,Fisetin,2.532258064516129,2.813074454955865,2.3630107526881723,0.06016453333817362,"(0.99,)"
Cough Variant Asthma,H5211,SHENG JIANG,I2740,methylglyoxal,2.7814207650273226,1.0471028648636875,2.5678688524590165,0.20394549545627152,"(0.8,)"
Cough Variant Asthma,H5211,SHENG JIANG,I7232,camphor,2.067193675889328,-1.0030498207035927,2.097628458498024,0.030342244204128482,"(0.13,)"
Cough Variant Asthma,H5211,SHENG JIANG,I7270,"Butane-1,2,3,4-tetrol",3.1483516483516483,0.7325219886496075,2.877032967032967,0.37038981153160067,"(0.7,)"
Cough Variant Asthma,H5211,SHENG JIANG,I7292,piperidine-2-carboxylic acid,2.598901098901099,0.9937885777971933,2.453186813186813,0.14662503571662347,"(0.89,)"
Cough Variant Asthma,H5211,SHENG JIANG,I8097,galanthamine,2.814207650273224,0.0958577032865991,2.7829508196721315,0.3260753129838654,"(0.55,)"
Cough Variant Asthma,H5211,SHENG JIANG,I10423,1-butanol,2.739130434782609,1.5505303426148733,2.5056521739130435,0.15057961424722507,"(0.89,)"
Cough Variant Asthma,H5211,SHENG JIANG,I10436,ERYTHRITOL,3.1483516483516483,0.7325219886496075,2.877032967032967,0.37038981153160067,"(0.7,)"
Cough Variant Asthma,H5211,SHENG JIANG,I10851,CONIFERYL ALCOHOL,2.639344262295082,2.031764344313153,2.3969398907103825,0.11930732629656685,"(0.94,)"
Cough Variant Asthma,H5211,SHENG JIANG,I11167,acetone,2.5513513513513515,0.6450529153052225,2.463891891891892,0.13558493789315834,"(0.92,)"
Cough Variant Asthma,H5211,SHENG JIANG,I13184,"2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol",2.722826086956522,1.4024123233733756,2.5026086956521736,0.15702756431477685,"(0.89,)"
Cough Variant Asthma,H5211,SHENG JIANG,I14021,naringenin,2.562162162162162,1.9689742651263424,2.4143783783783785,0.07505622922618588,"(0.98,)"
Cough Variant Asthma,H5211,SHENG JIANG,I14027,DL-ALPHA-TOCOPHEROL,2.1530612244897958,-0.5368281270950137,2.1734693877551017,0.03801619593917787,"(0.3,)"
Cough Variant Asthma,H5211,SHENG JIANG,I14111,5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one,3.043956043956044,2.464289740489062,2.5475274725274724,0.20144894623066947,"(0.99,)"
Cough Variant Asthma,H5211,SHENG JIANG,I14125,Epigalanthamin,2.814207650273224,0.0958577032865991,2.7829508196721315,0.3260753129838654,"(0.55,)"
Cough Variant Asthma,H5211,SHENG JIANG,I28109,Oleamide,2.650273224043716,0.6063697252501307,2.5384699453551907,0.18438136673529637,"(0.85,)"
Cough Variant Asthma,H5211,SHENG JIANG,I28143,TANNIC ACID,3.401098901098901,0.1769790678462801,3.309230769230769,0.5190903816259578,"(0.58,)"
Cough Variant Asthma,H5211,SHENG JIANG,I29410,glimepiride,2.6775956284153004,0.9057517781282524,2.513114754098361,0.18159597175380798,"(0.86,)"
Cough Variant Asthma,H5211,SHENG JIANG,I30150,Melatonin,1.8836363636363636,-5.14559886512323,2.0376727272727275,0.029935556127474196,"(0.0,)"
Cough Variant Asthma,H6109,XI XIN,I18,PENTADECANOIC ACID,2.3008474576271185,4.396485732104525,2.1312711864406775,0.0385708680795076,"(1.0,)"
Cough Variant Asthma,H6109,XI XIN,I40,kaempferol,2.3015873015873014,-0.42874494840788885,2.3298941798941795,0.06602265149010725,"(0.38,)"
Cough Variant Asthma,H6109,XI XIN,I52,PAEONOL,2.6775956284153004,2.1485982435943014,2.4231693989071035,0.11841498533601041,"(0.93,)"
Cough Variant Asthma,H6109,XI XIN,I114,Myristicin,3.7142857142857144,1.6010543869198777,3.0875824175824174,0.39143161020841666,"(0.97,)"
Cough Variant Asthma,H6109,XI XIN,I117,naphthalene,2.732620320855615,3.1006556784786015,2.4394117647058824,0.09456340418088635,"(0.96,)"
Cough Variant Asthma,H6109,XI XIN,I173,palmitic acid,2.0815602836879434,2.2897734820615256,2.0019503546099293,0.03476760024591595,"(1.0,)"
Cough Variant Asthma,H6109,XI XIN,I432,sesamin,2.652173913043478,3.3723427183920722,2.3774456521739133,0.08146510714087644,"(0.99,)"
Cough Variant Asthma,H6109,XI XIN,I572,eugenol,3.576923076923077,1.8994234158371093,2.9108791208791205,0.35065586245309044,"(1.0,)"
Cough Variant Asthma,H6109,XI XIN,I615,Sesamol,3.467032967032967,1.5717850973510663,2.88032967032967,0.3732719553659528,"(0.98,)"
Cough Variant Asthma,H6109,XI XIN,I643,ISOSAFROLE,3.7142857142857144,1.6010543869198777,3.0875824175824174,0.39143161020841666,"(0.97,)"
Cough Variant Asthma,H6109,XI XIN,I669,safrole,3.7142857142857144,1.6010543869198777,3.0875824175824174,0.39143161020841666,"(0.97,)"
Cough Variant Asthma,H6109,XI XIN,I797,trimethylamine,2.7142857142857144,1.8313348726175764,2.4495054945054946,0.1445831801377551,"(0.94,)"
Cough Variant Asthma,H6109,XI XIN,I2945,Aristolochic acid,2.0470588235294116,-1.611490156209528,2.0958823529411763,0.0302971316477695,"(0.06,)"
Cough Variant Asthma,H6109,XI XIN,I7232,camphor,2.067193675889328,-1.0030498207035927,2.097628458498024,0.030342244204128482,"(0.13,)"
Cough Variant Asthma,H6109,XI XIN,I8171,estriol,2.613756613756614,2.4105404679645357,2.43031746031746,0.07609876535034903,"(0.98,)"
Cough Variant Asthma,H6109,XI XIN,I11676,Esatenolol,3.065934065934066,1.3156040708912327,2.702472527472527,0.2762696973226287,"(0.87,)"
Cough Variant Asthma,H6109,XI XIN,I14056,Asarinin,2.652173913043478,3.3723427183920722,2.3774456521739133,0.08146510714087644,"(0.99,)"
Cough Variant Asthma,H6109,XI XIN,I14317,nifedipine,3.0594594594594593,3.972227150230269,2.48654054054054,0.14423115729565145,"(1.0,)"
Cough Variant Asthma,H6109,XI XIN,I30924,atenolol,2.4473684210526314,3.8088265093798963,2.2516842105263155,0.051376509285579054,"(1.0,)"
Cough Variant Asthma,H6109,XI XIN,I32031,(R)-(+)-Atenolol,3.357142857142857,2.3458335745590735,2.6947802197802195,0.2823570455065792,"(1.0,)"
Cough Variant Asthma,H6109,XI XIN,I32047,Gefitinib,2.210526315789474,0.1233346626140987,2.2052631578947364,0.04267379326447259,"(0.56,)"
Cough Variant Asthma,H7468,ZI WAN,I29,OLEANOLIC ACID,2.741758241758242,0.23053710370848376,2.6795604395604395,0.2697951921719808,"(0.64,)"
Cough Variant Asthma,H7468,ZI WAN,I40,kaempferol,2.3015873015873014,-0.42874494840788885,2.3298941798941795,0.06602265149010725,"(0.38,)"
Cough Variant Asthma,H7468,ZI WAN,I56,quercetin,2.019607843137255,-2.058321554640822,2.0977941176470587,0.037985451949196246,"(0.02,)"
Cough Variant Asthma,H7468,ZI WAN,I60,linoleic acid,2.206422018348624,1.9619392205231563,2.0827064220183487,0.0630578129210782,"(1.0,)"
Cough Variant Asthma,H7468,ZI WAN,I63,Decanoic acid,2.782608695652174,0.7219983605588723,2.609565217391305,0.2396729517874838,"(0.76,)"
Cough Variant Asthma,H7468,ZI WAN,I70,caffeic acid,2.5815217391304346,1.406036457064368,2.435054347826087,0.1041704079353344,"(0.92,)"
Cough Variant Asthma,H7468,ZI WAN,I76,BETA-SITOSTEROL,2.6666666666666665,1.8886129923978423,2.40672131147541,0.13763823305124134,"(0.93,)"
Cough Variant Asthma,H7468,ZI WAN,I80,RUTIN,2.622950819672131,0.8551106130331732,2.49983606557377,0.14397523808254348,"(0.9,)"
Cough Variant Asthma,H7468,ZI WAN,I131,salicylic acid,2.390374331550802,2.3760746868353584,2.278235294117647,0.04719508105299093,"(0.98,)"
Cough Variant Asthma,H7468,ZI WAN,I135,luteolin,2.195767195767196,0.7449784183277373,2.158201058201058,0.05042580649579517,"(0.78,)"
Cough Variant Asthma,H7468,ZI WAN,I172,oleic acid,2.123076923076923,2.233648305382321,2.045346153846154,0.034799914133064214,"(0.99,)"
Cough Variant Asthma,H7468,ZI WAN,I173,palmitic acid,2.0815602836879434,2.2897734820615256,2.0019503546099293,0.03476760024591595,"(1.0,)"
Cough Variant Asthma,H7468,ZI WAN,I298,emodin,2.3475935828877006,1.6058701841307454,2.265133689839572,0.05134904045358049,"(0.95,)"
Cough Variant Asthma,H7468,ZI WAN,I459,apigenin,2.3404255319148937,1.8349932566863618,2.2434574468085104,0.05284383730188119,"(0.97,)"
Cough Variant Asthma,H7468,ZI WAN,I512,hesperidin,3.043956043956044,2.464289740489062,2.5475274725274724,0.20144894623066947,"(0.99,)"
Cough Variant Asthma,H7468,ZI WAN,I680,Undecane,3.318681318681319,1.577732922772137,2.789340659340659,0.33550713919982605,"(0.97,)"
Cough Variant Asthma,H7468,ZI WAN,I1185,chrysin,3.7142857142857144,1.6010543869198777,3.0875824175824174,0.39143161020841666,"(0.97,)"
Cough Variant Asthma,H7468,ZI WAN,I1186,Galangin,3.7142857142857144,1.6010543869198777,3.0875824175824174,0.39143161020841666,"(0.97,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I17,Tetradecanoic acid,2.375661375661376,1.2810728209188744,2.296984126984127,0.06141512597294517,"(0.9,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I18,PENTADECANOIC ACID,2.3008474576271185,4.396485732104525,2.1312711864406775,0.0385708680795076,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I40,kaempferol,2.3015873015873014,-0.42874494840788885,2.3298941798941795,0.06602265149010725,"(0.38,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I56,quercetin,2.019607843137255,-2.058321554640822,2.0977941176470587,0.037985451949196246,"(0.02,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I70,caffeic acid,2.5815217391304346,1.406036457064368,2.435054347826087,0.1041704079353344,"(0.92,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I76,BETA-SITOSTEROL,2.6666666666666665,1.8886129923978423,2.40672131147541,0.13763823305124134,"(0.93,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I80,RUTIN,2.622950819672131,0.8551106130331732,2.49983606557377,0.14397523808254348,"(0.9,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I173,palmitic acid,2.0815602836879434,2.2897734820615256,2.0019503546099293,0.03476760024591595,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I174,stearic acid,2.531578947368421,4.007339909776376,2.342263157894737,0.04724225888895181,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I178,benzyl alcohol,2.7032967032967035,0.789342717409067,2.545769230769231,0.1995679051103933,"(0.82,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I181,citric acid,2.2535211267605635,3.991287943006932,2.1180751173708923,0.03393541416298563,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I193,succinic acid,1.9411764705882353,-2.745990874625075,2.0325735294117644,0.03328381738923588,"(0.01,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I209,DODECANE,3.3114754098360657,1.898070168211639,2.726174863387978,0.30836612694859317,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I232,Gallic acid,2.2864864864864867,-0.8152943748941714,2.338108108108108,0.06331654333849894,"(0.21,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I248,fumaric acid,2.5837837837837836,5.269537692126175,2.3204864864864865,0.04996591972208872,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I282,ferulic acid,2.5675675675675675,2.1173577295773303,2.411783783783784,0.07357461689521941,"(0.98,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I292,adenosine,1.9531772575250836,-2.5508643384706993,2.034515050167224,0.0318863655018613,"(0.01,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I324,HEXADECANE,3.318681318681319,1.577732922772137,2.789340659340659,0.33550713919982605,"(0.97,)"
