ingre1,ingre2,distance
STYRENE,L-tyrosine,2.1875
STYRENE,CAMPESTEROL,3.0
STYRENE,linolenic acid,2.25
STYRENE,Scutellarin,2.3333333333333335
STYRENE,rosmarinic acid,3.0
STYRENE,eugenol,3.3333333333333335
STYRENE,BETA-IONONE,2.3333333333333335
STYRENE,PERILLALDEHYDE,2.0
STYRENE,Luteolin 7-diglucuronide,3.0
luteolin,benzaldehyde,2.111111111111111
luteolin,caffeic acid,2.0
luteolin,BETA-SITOSTEROL,2.2
luteolin,Myristicin,3.2222222222222223
luteolin,oleic acid,2.3448275862068964
luteolin,stearic acid,2.176470588235294
luteolin,Clionasterol,2.2222222222222223
luteolin,L-tyrosine,1.6363636363636365
luteolin,CAMPESTEROL,2.7777777777777777
luteolin,linolenic acid,1.9333333333333333
luteolin,Scutellarin,2.2222222222222223
luteolin,rosmarinic acid,2.888888888888889
luteolin,eugenol,3.0
luteolin,BETA-IONONE,2.3333333333333335
luteolin,PERILLALDEHYDE,2.0
luteolin,Luteolin 7-diglucuronide,2.888888888888889
Arachidic acid,benzaldehyde,2.0
Arachidic acid,caffeic acid,2.0
Arachidic acid,BETA-SITOSTEROL,2.3333333333333335
Arachidic acid,Myristicin,3.0
Arachidic acid,oleic acid,2.8875
Arachidic acid,stearic acid,2.2
Arachidic acid,Clionasterol,2.0
Arachidic acid,L-tyrosine,2.3333333333333335
Arachidic acid,CAMPESTEROL,3.0
Arachidic acid,linolenic acid,2.217391304347826
Arachidic acid,Scutellarin,2.0
Arachidic acid,rosmarinic acid,3.0
Arachidic acid,eugenol,3.0
Arachidic acid,BETA-IONONE,2.0
Arachidic acid,PERILLALDEHYDE,2.0
Arachidic acid,Luteolin 7-diglucuronide,3.0
octanoic acid,benzaldehyde,2.25
octanoic acid,caffeic acid,2.1666666666666665
octanoic acid,BETA-SITOSTEROL,2.4
octanoic acid,Myristicin,3.0
octanoic acid,oleic acid,2.817073170731707
octanoic acid,stearic acid,2.5833333333333335
octanoic acid,Clionasterol,2.25
octanoic acid,L-tyrosine,2.176470588235294
octanoic acid,CAMPESTEROL,3.0
octanoic acid,linolenic acid,2.32
octanoic acid,Scutellarin,2.25
octanoic acid,rosmarinic acid,3.0
octanoic acid,eugenol,3.25
octanoic acid,BETA-IONONE,2.25
octanoic acid,PERILLALDEHYDE,1.25
octanoic acid,Luteolin 7-diglucuronide,3.25
palmitic acid,benzaldehyde,2.7941176470588234
palmitic acid,caffeic acid,2.6826923076923075
palmitic acid,BETA-SITOSTEROL,2.7281553398058254
palmitic acid,Myristicin,3.7549019607843137
palmitic acid,oleic acid,0.5
palmitic acid,stearic acid,2.227272727272727
palmitic acid,Clionasterol,2.735294117647059
palmitic acid,L-tyrosine,2.347826086956522
palmitic acid,CAMPESTEROL,3.549019607843137
palmitic acid,linolenic acid,1.8130081300813008
palmitic acid,Scutellarin,2.715686274509804
palmitic acid,rosmarinic acid,3.450980392156863
palmitic acid,eugenol,3.6666666666666665
palmitic acid,BETA-IONONE,2.764705882352941
palmitic acid,PERILLALDEHYDE,2.7549019607843137
palmitic acid,Luteolin 7-diglucuronide,3.549019607843137
stearic acid,caffeic acid,2.4166666666666665
stearic acid,BETA-SITOSTEROL,2.4545454545454546
stearic acid,Myristicin,3.4
stearic acid,oleic acid,2.227272727272727
stearic acid,stearic acid,0.0
stearic acid,Clionasterol,2.5
stearic acid,L-tyrosine,2.130434782608696
stearic acid,CAMPESTEROL,3.3
stearic acid,linolenic acid,2.0
stearic acid,Scutellarin,2.5
stearic acid,rosmarinic acid,3.2
stearic acid,eugenol,3.4
stearic acid,BETA-IONONE,2.6
stearic acid,PERILLALDEHYDE,2.6
stearic acid,Luteolin 7-diglucuronide,3.5
1-octanol,benzaldehyde,3.0
1-octanol,caffeic acid,3.0
1-octanol,BETA-SITOSTEROL,3.3333333333333335
1-octanol,Myristicin,4.0
1-octanol,oleic acid,3.725
1-octanol,stearic acid,3.1
1-octanol,Clionasterol,3.0
1-octanol,L-tyrosine,3.0
1-octanol,CAMPESTEROL,4.0
1-octanol,linolenic acid,3.0869565217391304
1-octanol,Scutellarin,3.0
1-octanol,rosmarinic acid,4.0
1-octanol,eugenol,4.0
1-octanol,BETA-IONONE,3.0
1-octanol,PERILLALDEHYDE,3.0
1-octanol,Luteolin 7-diglucuronide,4.0
benzyl alcohol,benzaldehyde,2.0
benzyl alcohol,caffeic acid,2.0
benzyl alcohol,BETA-SITOSTEROL,2.3333333333333335
benzyl alcohol,Myristicin,3.0
benzyl alcohol,oleic acid,2.8375
benzyl alcohol,stearic acid,2.5
benzyl alcohol,Clionasterol,2.0
benzyl alcohol,L-tyrosine,2.1333333333333333
benzyl alcohol,CAMPESTEROL,3.0
benzyl alcohol,linolenic acid,2.391304347826087
benzyl alcohol,Scutellarin,2.0
benzyl alcohol,rosmarinic acid,3.0
benzyl alcohol,eugenol,3.0
benzyl alcohol,BETA-IONONE,2.0
benzyl alcohol,PERILLALDEHYDE,2.0
benzyl alcohol,Luteolin 7-diglucuronide,3.0
NONANOIC ACID,benzaldehyde,3.0
NONANOIC ACID,caffeic acid,3.0
NONANOIC ACID,BETA-SITOSTEROL,2.3333333333333335
NONANOIC ACID,Myristicin,4.0
NONANOIC ACID,oleic acid,3.425
NONANOIC ACID,stearic acid,3.2
NONANOIC ACID,Clionasterol,2.0
NONANOIC ACID,L-tyrosine,2.8
NONANOIC ACID,CAMPESTEROL,3.0
NONANOIC ACID,linolenic acid,3.0
NONANOIC ACID,Scutellarin,3.0
NONANOIC ACID,rosmarinic acid,3.0
NONANOIC ACID,eugenol,4.0
NONANOIC ACID,BETA-IONONE,3.0
NONANOIC ACID,PERILLALDEHYDE,3.0
NONANOIC ACID,Luteolin 7-diglucuronide,4.0
PHENANTHRENE,benzaldehyde,3.0
PHENANTHRENE,caffeic acid,3.0
PHENANTHRENE,BETA-SITOSTEROL,3.3333333333333335
PHENANTHRENE,Myristicin,0.0
PHENANTHRENE,oleic acid,3.875
PHENANTHRENE,stearic acid,3.4
PHENANTHRENE,Clionasterol,3.0
PHENANTHRENE,L-tyrosine,3.2
PHENANTHRENE,CAMPESTEROL,4.0
PHENANTHRENE,linolenic acid,3.347826086956522
PHENANTHRENE,Scutellarin,3.0
PHENANTHRENE,rosmarinic acid,4.0
PHENANTHRENE,eugenol,4.0
PHENANTHRENE,BETA-IONONE,3.0
PHENANTHRENE,PERILLALDEHYDE,3.0
PHENANTHRENE,Luteolin 7-diglucuronide,4.0
M-XYLENE,benzaldehyde,3.0
M-XYLENE,caffeic acid,3.0
M-XYLENE,BETA-SITOSTEROL,3.25
M-XYLENE,Myristicin,2.6666666666666665
M-XYLENE,oleic acid,3.567901234567901
M-XYLENE,stearic acid,3.1818181818181817
M-XYLENE,Clionasterol,3.0
M-XYLENE,L-tyrosine,3.1875
M-XYLENE,CAMPESTEROL,4.0
M-XYLENE,linolenic acid,3.25
M-XYLENE,Scutellarin,3.0
M-XYLENE,rosmarinic acid,3.3333333333333335
M-XYLENE,eugenol,4.0
M-XYLENE,BETA-IONONE,3.0
M-XYLENE,PERILLALDEHYDE,3.0
M-XYLENE,Luteolin 7-diglucuronide,4.0
formononetin,benzaldehyde,3.0
formononetin,caffeic acid,2.6666666666666665
formononetin,BETA-SITOSTEROL,3.0
formononetin,Myristicin,4.0
formononetin,oleic acid,3.475609756097561
formononetin,stearic acid,2.9166666666666665
formononetin,Clionasterol,3.0
formononetin,L-tyrosine,2.9411764705882355
formononetin,CAMPESTEROL,3.5
formononetin,linolenic acid,2.8
formononetin,Scutellarin,3.0
formononetin,rosmarinic acid,3.5
formononetin,eugenol,1.75
formononetin,BETA-IONONE,3.0
formononetin,PERILLALDEHYDE,3.0
formononetin,Luteolin 7-diglucuronide,3.5
p-coumaric acid,benzaldehyde,2.6
p-coumaric acid,caffeic acid,1.8571428571428572
p-coumaric acid,BETA-SITOSTEROL,2.6666666666666665
p-coumaric acid,Myristicin,2.2
p-coumaric acid,oleic acid,2.8433734939759034
p-coumaric acid,stearic acid,2.6153846153846154
p-coumaric acid,Clionasterol,2.6
p-coumaric acid,L-tyrosine,2.0555555555555554
p-coumaric acid,CAMPESTEROL,3.4
p-coumaric acid,linolenic acid,2.4615384615384617
p-coumaric acid,Scutellarin,2.6
p-coumaric acid,rosmarinic acid,3.4
p-coumaric acid,eugenol,3.6
p-coumaric acid,BETA-IONONE,2.6
p-coumaric acid,PERILLALDEHYDE,2.6
p-coumaric acid,Luteolin 7-diglucuronide,3.4
linolenic acid,caffeic acid,2.24
linolenic acid,BETA-SITOSTEROL,2.3333333333333335
linolenic acid,Myristicin,3.347826086956522
linolenic acid,oleic acid,2.3564356435643563
linolenic acid,Clionasterol,2.3043478260869565
linolenic acid,L-tyrosine,2.138888888888889
linolenic acid,CAMPESTEROL,3.1739130434782608
linolenic acid,linolenic acid,0.0
linolenic acid,Scutellarin,2.3043478260869565
linolenic acid,rosmarinic acid,3.1739130434782608
linolenic acid,eugenol,3.1739130434782608
linolenic acid,BETA-IONONE,2.391304347826087
linolenic acid,PERILLALDEHYDE,2.347826086956522
linolenic acid,Luteolin 7-diglucuronide,3.1739130434782608
apigenin,benzaldehyde,2.25
apigenin,caffeic acid,2.2
apigenin,BETA-SITOSTEROL,2.4444444444444446
apigenin,Myristicin,2.5
apigenin,oleic acid,2.488372093023256
apigenin,stearic acid,2.125
apigenin,Clionasterol,2.375
apigenin,L-tyrosine,2.1904761904761907
apigenin,CAMPESTEROL,3.25
apigenin,linolenic acid,2.206896551724138
apigenin,Scutellarin,2.375
apigenin,rosmarinic acid,3.375
apigenin,eugenol,2.375
apigenin,BETA-IONONE,2.375
apigenin,PERILLALDEHYDE,2.25
apigenin,Luteolin 7-diglucuronide,3.375
FURFURAL,benzaldehyde,2.0
FURFURAL,caffeic acid,2.0
FURFURAL,BETA-SITOSTEROL,2.3333333333333335
FURFURAL,Myristicin,3.0
FURFURAL,oleic acid,2.9
FURFURAL,stearic acid,2.6
FURFURAL,Clionasterol,2.0
FURFURAL,L-tyrosine,2.2
FURFURAL,CAMPESTEROL,3.0
FURFURAL,linolenic acid,2.391304347826087
FURFURAL,Scutellarin,2.0
FURFURAL,rosmarinic acid,3.0
FURFURAL,eugenol,3.0
FURFURAL,BETA-IONONE,2.0
FURFURAL,PERILLALDEHYDE,2.0
FURFURAL,Luteolin 7-diglucuronide,3.0
Ephedrine,benzaldehyde,2.0
Ephedrine,caffeic acid,2.0
Ephedrine,BETA-SITOSTEROL,2.0
Ephedrine,Myristicin,3.0
Ephedrine,oleic acid,2.5125
Ephedrine,stearic acid,2.3
Ephedrine,Clionasterol,2.0
Ephedrine,L-tyrosine,2.066666666666667
Ephedrine,CAMPESTEROL,2.0
Ephedrine,linolenic acid,2.260869565217391
Ephedrine,Scutellarin,2.0
Ephedrine,rosmarinic acid,3.0
Ephedrine,eugenol,3.0
Ephedrine,BETA-IONONE,2.0
Ephedrine,PERILLALDEHYDE,1.0
Ephedrine,Luteolin 7-diglucuronide,2.0
Matrine,benzaldehyde,2.0
Matrine,caffeic acid,2.0
Matrine,BETA-SITOSTEROL,2.5
Matrine,Myristicin,3.3333333333333335
Matrine,oleic acid,2.740740740740741
Matrine,stearic acid,2.4545454545454546
Matrine,Clionasterol,2.3333333333333335
Matrine,L-tyrosine,2.125
Matrine,CAMPESTEROL,3.0
Matrine,linolenic acid,2.25
Matrine,Scutellarin,2.3333333333333335
Matrine,rosmarinic acid,3.3333333333333335
Matrine,eugenol,3.0
Matrine,BETA-IONONE,2.3333333333333335
Matrine,PERILLALDEHYDE,2.0
Matrine,Luteolin 7-diglucuronide,3.3333333333333335
toluene,benzaldehyde,2.25
toluene,caffeic acid,2.1666666666666665
toluene,BETA-SITOSTEROL,2.2
toluene,Myristicin,3.25
toluene,oleic acid,2.7560975609756095
toluene,stearic acid,2.5
toluene,Clionasterol,2.0
toluene,L-tyrosine,2.176470588235294
toluene,CAMPESTEROL,3.25
toluene,linolenic acid,2.28
toluene,Scutellarin,2.25
toluene,rosmarinic acid,1.5
toluene,eugenol,3.25
toluene,BETA-IONONE,2.25
toluene,PERILLALDEHYDE,2.25
toluene,Luteolin 7-diglucuronide,3.0
P-CRESOL,benzaldehyde,2.3333333333333335
P-CRESOL,caffeic acid,2.2
P-CRESOL,BETA-SITOSTEROL,2.5
P-CRESOL,Myristicin,1.0
P-CRESOL,oleic acid,2.7901234567901234
P-CRESOL,stearic acid,2.4545454545454546
P-CRESOL,Clionasterol,2.3333333333333335
P-CRESOL,L-tyrosine,2.125
P-CRESOL,CAMPESTEROL,3.3333333333333335
P-CRESOL,linolenic acid,2.4166666666666665
P-CRESOL,Scutellarin,2.3333333333333335
P-CRESOL,rosmarinic acid,3.3333333333333335
P-CRESOL,eugenol,3.3333333333333335
P-CRESOL,BETA-IONONE,2.3333333333333335
P-CRESOL,PERILLALDEHYDE,2.3333333333333335
P-CRESOL,Luteolin 7-diglucuronide,3.3333333333333335
4-methylphenol,benzaldehyde,2.3333333333333335
4-methylphenol,caffeic acid,2.2
4-methylphenol,BETA-SITOSTEROL,2.5
4-methylphenol,Myristicin,1.0
4-methylphenol,oleic acid,2.7901234567901234
4-methylphenol,stearic acid,2.4545454545454546
4-methylphenol,Clionasterol,2.3333333333333335
4-methylphenol,L-tyrosine,2.125
4-methylphenol,CAMPESTEROL,3.3333333333333335
4-methylphenol,linolenic acid,2.4166666666666665
4-methylphenol,Scutellarin,2.3333333333333335
4-methylphenol,rosmarinic acid,3.3333333333333335
4-methylphenol,eugenol,3.3333333333333335
4-methylphenol,BETA-IONONE,2.3333333333333335
4-methylphenol,PERILLALDEHYDE,2.3333333333333335
4-methylphenol,Luteolin 7-diglucuronide,3.3333333333333335
1-HEPTANOL,benzaldehyde,2.0
1-HEPTANOL,caffeic acid,2.0
1-HEPTANOL,BETA-SITOSTEROL,2.3333333333333335
1-HEPTANOL,Myristicin,3.0
1-HEPTANOL,oleic acid,2.925
1-HEPTANOL,stearic acid,2.5
1-HEPTANOL,Clionasterol,2.0
1-HEPTANOL,L-tyrosine,2.2666666666666666
1-HEPTANOL,CAMPESTEROL,3.0
1-HEPTANOL,linolenic acid,2.391304347826087
1-HEPTANOL,Scutellarin,2.0
1-HEPTANOL,rosmarinic acid,3.0
1-HEPTANOL,eugenol,3.0
1-HEPTANOL,BETA-IONONE,2.0
1-HEPTANOL,PERILLALDEHYDE,2.0
1-HEPTANOL,Luteolin 7-diglucuronide,3.0
BETA-IONONE,caffeic acid,2.0
BETA-IONONE,BETA-SITOSTEROL,2.3333333333333335
BETA-IONONE,Myristicin,3.0
BETA-IONONE,oleic acid,2.9
BETA-IONONE,Clionasterol,2.0
BETA-IONONE,L-tyrosine,2.2666666666666666
BETA-IONONE,CAMPESTEROL,3.0
BETA-IONONE,Scutellarin,2.0
BETA-IONONE,rosmarinic acid,3.0
BETA-IONONE,eugenol,3.0
BETA-IONONE,BETA-IONONE,0.0
BETA-IONONE,PERILLALDEHYDE,2.0
BETA-IONONE,Luteolin 7-diglucuronide,3.0
ethanol,benzaldehyde,2.573529411764706
ethanol,caffeic acid,2.4
ethanol,BETA-SITOSTEROL,2.449275362318841
ethanol,Myristicin,3.5294117647058822
ethanol,oleic acid,1.8356164383561644
ethanol,stearic acid,2.3026315789473686
ethanol,Clionasterol,2.4558823529411766
ethanol,L-tyrosine,2.0246913580246915
ethanol,CAMPESTEROL,3.264705882352941
ethanol,linolenic acid,2.2134831460674156
ethanol,Scutellarin,2.5
ethanol,rosmarinic acid,3.235294117647059
ethanol,eugenol,3.4411764705882355
ethanol,BETA-IONONE,2.5
ethanol,PERILLALDEHYDE,2.4411764705882355
ethanol,Luteolin 7-diglucuronide,3.3970588235294117
P-XYLENE,benzaldehyde,3.0
P-XYLENE,caffeic acid,3.0
P-XYLENE,BETA-SITOSTEROL,3.3333333333333335
P-XYLENE,Myristicin,2.0
P-XYLENE,oleic acid,3.875
P-XYLENE,stearic acid,3.4
P-XYLENE,Clionasterol,3.0
P-XYLENE,L-tyrosine,3.2
P-XYLENE,CAMPESTEROL,4.0
P-XYLENE,linolenic acid,3.347826086956522
P-XYLENE,Scutellarin,3.0
P-XYLENE,rosmarinic acid,4.0
P-XYLENE,eugenol,4.0
P-XYLENE,BETA-IONONE,3.0
